"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL6036250";"";"None";"522.36";"2";"6.66";"BDBM288670";"CC1Cc2c(oc3ccc(Br)cc23)C(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"15.0";"nM";"7.82";"";"550488";"UO_0000065";"14.98";"0.32";"1.16";"14.58";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"15.0"
"CHEMBL4448852";"";"None";"443.47";"1";"5.02";"BDBM288677";"C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"0.04";"nM";"10.40";"";"550495";"UO_0000065";"23.45";"0.44";"5.38";"15.02";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"0.04"
"CHEMBL5815772";"";"None";"503.56";"2";"5.70";"BDBM288626";"CC1Cc2cc(OC3CCOCC3)ccc2C(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"24.9";"nM";"7.60";"";"550444";"UO_0000065";"15.10";"0.29";"1.90";"12.89";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"24.9"
"CHEMBL6005752";"";"None";"484.52";"1";"6.11";"BDBM288637";"Cc1ncc(-c2ccc3c(c2)CC(C)N(CC(C)(C)F)C3c2c(F)cc(/C=C/C(=O)O)cc2F)o1";"IC50";"'='";"3.4";"nM";"8.47";"";"550455";"UO_0000065";"17.48";"0.33";"2.36";"12.72";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"3.4"
"CHEMBL5842789";"";"None";"470.49";"1";"5.80";"BDBM288641";"CC1Cc2cc(-c3ncco3)ccc2C(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"9.41";"nM";"8.03";"";"550459";"UO_0000065";"17.06";"0.32";"2.23";"12.06";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"9.41"
"CHEMBL5759144";"";"None";"505.66";"2";"7.71";"BDBM349615";"CCC(CC)NCCc1ccc(Oc2c(C(=O)c3c(C)cc(F)cc3C)sc3cc(O)ccc23)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691308";"UO_0000065";"";"";"";"";"0";"CHEMBL5732840";"Human ERalpha Reporter Assa: All reagents used in this assay was supplied in the Human ERα Reporter Assay by Indigo Biosciences # IB00401. In an effort to screen selective estrogen receptor degraders (SERDs), the Human ERα Reporter Assay, supplied by Indigo Biosciences, was utilized to quantify antagonist functional activity against the human estrogen receptor. Reporter cells were thawed at 37° C. and added to pre-warmed to 37° C. cell recovery medium (CRM). Stock concentration of 17β-estradiol was serially diluted in CRM. Diluted 17β-estradiol was added to CRM containing reporter cells resulting in a working concentration of 1.6 nM (2×). Cells plus 17β-estradiol were dispensed in a kit-supplied white walled 96-well plate. Concentrated stocks of test compounds were diluted to 2× working concentrations in cell screening medium (CSM). 2× concentrated compounds were added to the plated cells in a dose-dependent manner resulting in a final concentration range of 1E-11 to 1E-5 M and a final 17β-estradiol concentration of 8E-10 M. Assay plates were incubated for 24 hours in a humidified 37° C. incubator. Culture medium was removed from the assay plates by inversion. Detection substrate and buffer was warmed to room temperature, mixed thoroughly, and immediately added to the assay plates. Assay plates were incubated for 15 minutes at room temperature protected from light. Luminescence was measured in a Synergy HTX luminescence plate reader. Data is processed utilizing GraphPad Prism 7 by graphing the relative light units measured at each compound concentration.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL5993344";"";"None";"489.61";"1";"7.77";"BDBM349608";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(N2CCCCCC2)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691293";"UO_0000065";"";"";"";"";"0";"CHEMBL5732839";"Estrogen Receptor (ER) Degradation Assay: A screening strategy was implemented utilizing an In-Cell Western assay to measure their ability to degrade the estrogen receptor in vitro. MCF7 cells, which are estrogen receptor positive, were plated at a cell density of 3.5E-05 cells/mL into black walled clear bottom 96-well plates. Cells were incubated in phenol red free Dulbecco's Modified Eagle Media (DMEM) supplemented with 8% charcoal-stripped fetal bovine calf serum for 24 hours in a humidified 37° C. incubator. Concentrated stock compounds were diluted to 10× in complete media. Compounds were added to the plated cells in a dose-dependent manner ranging from 1E-12 to 1E-05 M and incubated for an additional 24 hours at 37° C. Culture medium was removed from the culture plates by gentle inversion. Cells were fixed in 4% paraformaldehyde in 1× phosphate buffered saline-calcium magnesium free (PBS-CMF) for 15 minutes at room temperature, washed 3 times for 5 minutes each in 1×PBS-CMF. Cells were permeabilized in immunofluorescence (IF) blocking buffer (Cell Signaling #12411) containing 0.3% Triton X100. Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and incubated in estrogen receptor α (D6R2W) rabbit primary antibody (Cell Signaling #13258) diluted 1:300 in IF antibody dilution buffer (Cell Signaling #12378). Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and stained with goat anti-rabbit (Biotium #CF770) secondary antibody diluted 1:2000 in IF antibody dilution buffer and normalizing stain CellTag 700 diluted 1:500 (Licor #926-41090). ER protein expression was assessed by the Licor Odyssey CLx imaging system using Image Studio v5.2. Data is processed utilizing GraphPad Prism 7 by subtracting background from the vehicle and setting the vehicle to 100% ER activity, followed by comparing treated samples to vehicle.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL5993344";"";"None";"489.61";"1";"7.77";"BDBM349608";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(N2CCCCCC2)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691294";"UO_0000065";"";"";"";"";"0";"CHEMBL5732840";"Human ERalpha Reporter Assa: All reagents used in this assay was supplied in the Human ERα Reporter Assay by Indigo Biosciences # IB00401. In an effort to screen selective estrogen receptor degraders (SERDs), the Human ERα Reporter Assay, supplied by Indigo Biosciences, was utilized to quantify antagonist functional activity against the human estrogen receptor. Reporter cells were thawed at 37° C. and added to pre-warmed to 37° C. cell recovery medium (CRM). Stock concentration of 17β-estradiol was serially diluted in CRM. Diluted 17β-estradiol was added to CRM containing reporter cells resulting in a working concentration of 1.6 nM (2×). Cells plus 17β-estradiol were dispensed in a kit-supplied white walled 96-well plate. Concentrated stocks of test compounds were diluted to 2× working concentrations in cell screening medium (CSM). 2× concentrated compounds were added to the plated cells in a dose-dependent manner resulting in a final concentration range of 1E-11 to 1E-5 M and a final 17β-estradiol concentration of 8E-10 M. Assay plates were incubated for 24 hours in a humidified 37° C. incubator. Culture medium was removed from the assay plates by inversion. Detection substrate and buffer was warmed to room temperature, mixed thoroughly, and immediately added to the assay plates. Assay plates were incubated for 15 minutes at room temperature protected from light. Luminescence was measured in a Synergy HTX luminescence plate reader. Data is processed utilizing GraphPad Prism 7 by graphing the relative light units measured at each compound concentration.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL5802929";"";"None";"533.67";"2";"7.64";"BDBM349613";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CCCCCC2)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691304";"UO_0000065";"";"";"";"";"0";"CHEMBL5732840";"Human ERalpha Reporter Assa: All reagents used in this assay was supplied in the Human ERα Reporter Assay by Indigo Biosciences # IB00401. In an effort to screen selective estrogen receptor degraders (SERDs), the Human ERα Reporter Assay, supplied by Indigo Biosciences, was utilized to quantify antagonist functional activity against the human estrogen receptor. Reporter cells were thawed at 37° C. and added to pre-warmed to 37° C. cell recovery medium (CRM). Stock concentration of 17β-estradiol was serially diluted in CRM. Diluted 17β-estradiol was added to CRM containing reporter cells resulting in a working concentration of 1.6 nM (2×). Cells plus 17β-estradiol were dispensed in a kit-supplied white walled 96-well plate. Concentrated stocks of test compounds were diluted to 2× working concentrations in cell screening medium (CSM). 2× concentrated compounds were added to the plated cells in a dose-dependent manner resulting in a final concentration range of 1E-11 to 1E-5 M and a final 17β-estradiol concentration of 8E-10 M. Assay plates were incubated for 24 hours in a humidified 37° C. incubator. Culture medium was removed from the assay plates by inversion. Detection substrate and buffer was warmed to room temperature, mixed thoroughly, and immediately added to the assay plates. Assay plates were incubated for 15 minutes at room temperature protected from light. Luminescence was measured in a Synergy HTX luminescence plate reader. Data is processed utilizing GraphPad Prism 7 by graphing the relative light units measured at each compound concentration.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL5817270";"";"None";"505.61";"2";"6.86";"BDBM349614";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CCCC2)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691305";"UO_0000065";"";"";"";"";"0";"CHEMBL5732839";"Estrogen Receptor (ER) Degradation Assay: A screening strategy was implemented utilizing an In-Cell Western assay to measure their ability to degrade the estrogen receptor in vitro. MCF7 cells, which are estrogen receptor positive, were plated at a cell density of 3.5E-05 cells/mL into black walled clear bottom 96-well plates. Cells were incubated in phenol red free Dulbecco's Modified Eagle Media (DMEM) supplemented with 8% charcoal-stripped fetal bovine calf serum for 24 hours in a humidified 37° C. incubator. Concentrated stock compounds were diluted to 10× in complete media. Compounds were added to the plated cells in a dose-dependent manner ranging from 1E-12 to 1E-05 M and incubated for an additional 24 hours at 37° C. Culture medium was removed from the culture plates by gentle inversion. Cells were fixed in 4% paraformaldehyde in 1× phosphate buffered saline-calcium magnesium free (PBS-CMF) for 15 minutes at room temperature, washed 3 times for 5 minutes each in 1×PBS-CMF. Cells were permeabilized in immunofluorescence (IF) blocking buffer (Cell Signaling #12411) containing 0.3% Triton X100. Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and incubated in estrogen receptor α (D6R2W) rabbit primary antibody (Cell Signaling #13258) diluted 1:300 in IF antibody dilution buffer (Cell Signaling #12378). Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and stained with goat anti-rabbit (Biotium #CF770) secondary antibody diluted 1:2000 in IF antibody dilution buffer and normalizing stain CellTag 700 diluted 1:500 (Licor #926-41090). ER protein expression was assessed by the Licor Odyssey CLx imaging system using Image Studio v5.2. Data is processed utilizing GraphPad Prism 7 by subtracting background from the vehicle and setting the vehicle to 100% ER activity, followed by comparing treated samples to vehicle.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL5817270";"";"None";"505.61";"2";"6.86";"BDBM349614";"Cc1cc(F)cc(C)c1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CCCC2)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691306";"UO_0000065";"";"";"";"";"0";"CHEMBL5732840";"Human ERalpha Reporter Assa: All reagents used in this assay was supplied in the Human ERα Reporter Assay by Indigo Biosciences # IB00401. In an effort to screen selective estrogen receptor degraders (SERDs), the Human ERα Reporter Assay, supplied by Indigo Biosciences, was utilized to quantify antagonist functional activity against the human estrogen receptor. Reporter cells were thawed at 37° C. and added to pre-warmed to 37° C. cell recovery medium (CRM). Stock concentration of 17β-estradiol was serially diluted in CRM. Diluted 17β-estradiol was added to CRM containing reporter cells resulting in a working concentration of 1.6 nM (2×). Cells plus 17β-estradiol were dispensed in a kit-supplied white walled 96-well plate. Concentrated stocks of test compounds were diluted to 2× working concentrations in cell screening medium (CSM). 2× concentrated compounds were added to the plated cells in a dose-dependent manner resulting in a final concentration range of 1E-11 to 1E-5 M and a final 17β-estradiol concentration of 8E-10 M. Assay plates were incubated for 24 hours in a humidified 37° C. incubator. Culture medium was removed from the assay plates by inversion. Detection substrate and buffer was warmed to room temperature, mixed thoroughly, and immediately added to the assay plates. Assay plates were incubated for 15 minutes at room temperature protected from light. Luminescence was measured in a Synergy HTX luminescence plate reader. Data is processed utilizing GraphPad Prism 7 by graphing the relative light units measured at each compound concentration.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL5910634";"";"None";"491.63";"1";"7.32";"BDBM349617";"CCC(C)NCCc1ccc(Oc2c(C(=O)c3c(C)cc(F)cc3C)sc3cc(O)ccc23)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691311";"UO_0000065";"";"";"";"";"0";"CHEMBL5732839";"Estrogen Receptor (ER) Degradation Assay: A screening strategy was implemented utilizing an In-Cell Western assay to measure their ability to degrade the estrogen receptor in vitro. MCF7 cells, which are estrogen receptor positive, were plated at a cell density of 3.5E-05 cells/mL into black walled clear bottom 96-well plates. Cells were incubated in phenol red free Dulbecco's Modified Eagle Media (DMEM) supplemented with 8% charcoal-stripped fetal bovine calf serum for 24 hours in a humidified 37° C. incubator. Concentrated stock compounds were diluted to 10× in complete media. Compounds were added to the plated cells in a dose-dependent manner ranging from 1E-12 to 1E-05 M and incubated for an additional 24 hours at 37° C. Culture medium was removed from the culture plates by gentle inversion. Cells were fixed in 4% paraformaldehyde in 1× phosphate buffered saline-calcium magnesium free (PBS-CMF) for 15 minutes at room temperature, washed 3 times for 5 minutes each in 1×PBS-CMF. Cells were permeabilized in immunofluorescence (IF) blocking buffer (Cell Signaling #12411) containing 0.3% Triton X100. Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and incubated in estrogen receptor α (D6R2W) rabbit primary antibody (Cell Signaling #13258) diluted 1:300 in IF antibody dilution buffer (Cell Signaling #12378). Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and stained with goat anti-rabbit (Biotium #CF770) secondary antibody diluted 1:2000 in IF antibody dilution buffer and normalizing stain CellTag 700 diluted 1:500 (Licor #926-41090). ER protein expression was assessed by the Licor Odyssey CLx imaging system using Image Studio v5.2. Data is processed utilizing GraphPad Prism 7 by subtracting background from the vehicle and setting the vehicle to 100% ER activity, followed by comparing treated samples to vehicle.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL5894718";"";"None";"507.56";"2";"5.28";"BDBM288606";"C[C@@H]1Cc2cc(C#Cc3cnn(C)c3)ccc2[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"1.85";"nM";"8.73";"";"550424";"UO_0000065";"17.21";"0.32";"3.45";"14.96";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"1.85"
"CHEMBL5979005";"";"None";"461.46";"1";"6.03";"BDBM288659";"C[C@@H]1Cc2c(oc3cccc(F)c23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"0.21";"nM";"9.68";"";"550477";"UO_0000065";"20.97";"0.40";"3.65";"18.03";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"0.21"
"CHEMBL6008545";"";"None";"480.53";"1";"6.21";"BDBM288621";"CC1Cc2cc(-c3cccnc3)ccc2C(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"2.28";"nM";"8.64";"";"550439";"UO_0000065";"17.98";"0.34";"2.43";"16.17";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"2.28"
"CHEMBL6005597";"";"None";"483.53";"1";"5.55";"BDBM288642";"CC1Cc2cc(-c3cnn(C)c3)ccc2C(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"0.82";"nM";"9.09";"";"550460";"UO_0000065";"18.79";"0.35";"3.54";"15.57";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"0.82"
"CHEMBL5858044";"";"None";"None";"None";"None";"BDBM349629";"";"IC50";"'<'";"1000.0";"nM";"";"";"691335";"UO_0000065";"";"";"";"";"0";"CHEMBL5732839";"Estrogen Receptor (ER) Degradation Assay: A screening strategy was implemented utilizing an In-Cell Western assay to measure their ability to degrade the estrogen receptor in vitro. MCF7 cells, which are estrogen receptor positive, were plated at a cell density of 3.5E-05 cells/mL into black walled clear bottom 96-well plates. Cells were incubated in phenol red free Dulbecco's Modified Eagle Media (DMEM) supplemented with 8% charcoal-stripped fetal bovine calf serum for 24 hours in a humidified 37° C. incubator. Concentrated stock compounds were diluted to 10× in complete media. Compounds were added to the plated cells in a dose-dependent manner ranging from 1E-12 to 1E-05 M and incubated for an additional 24 hours at 37° C. Culture medium was removed from the culture plates by gentle inversion. Cells were fixed in 4% paraformaldehyde in 1× phosphate buffered saline-calcium magnesium free (PBS-CMF) for 15 minutes at room temperature, washed 3 times for 5 minutes each in 1×PBS-CMF. Cells were permeabilized in immunofluorescence (IF) blocking buffer (Cell Signaling #12411) containing 0.3% Triton X100. Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and incubated in estrogen receptor α (D6R2W) rabbit primary antibody (Cell Signaling #13258) diluted 1:300 in IF antibody dilution buffer (Cell Signaling #12378). Cells were washed 3 times for 5 minutes each in 1×PBS-CMF and stained with goat anti-rabbit (Biotium #CF770) secondary antibody diluted 1:2000 in IF antibody dilution buffer and normalizing stain CellTag 700 diluted 1:500 (Licor #926-41090). ER protein expression was assessed by the Licor Odyssey CLx imaging system using Image Studio v5.2. Data is processed utilizing GraphPad Prism 7 by subtracting background from the vehicle and setting the vehicle to 100% ER activity, followed by comparing treated samples to vehicle.";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL4297509";"ELACESTRANT";"4.0";"458.65";"1";"5.85";"BDBM349630";"CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1";"IC50";"'<'";"1000.0";"nM";"";"";"691338";"UO_0000065";"";"";"";"";"0";"CHEMBL5732840";"Human ERalpha Reporter Assa: All reagents used in this assay was supplied in the Human ERα Reporter Assay by Indigo Biosciences # IB00401. In an effort to screen selective estrogen receptor degraders (SERDs), the Human ERα Reporter Assay, supplied by Indigo Biosciences, was utilized to quantify antagonist functional activity against the human estrogen receptor. Reporter cells were thawed at 37° C. and added to pre-warmed to 37° C. cell recovery medium (CRM). Stock concentration of 17β-estradiol was serially diluted in CRM. Diluted 17β-estradiol was added to CRM containing reporter cells resulting in a working concentration of 1.6 nM (2×). Cells plus 17β-estradiol were dispensed in a kit-supplied white walled 96-well plate. Concentrated stocks of test compounds were diluted to 2× working concentrations in cell screening medium (CSM). 2× concentrated compounds were added to the plated cells in a dose-dependent manner resulting in a final concentration range of 1E-11 to 1E-5 M and a final 17β-estradiol concentration of 8E-10 M. Assay plates were incubated for 24 hours in a humidified 37° C. incubator. Culture medium was removed from the assay plates by inversion. Detection substrate and buffer was warmed to room temperature, mixed thoroughly, and immediately added to the assay plates. Assay plates were incubated for 15 minutes at room temperature protected from light. Luminescence was measured in a Synergy HTX luminescence plate reader. Data is processed utilizing GraphPad Prism 7 by graphing the relative light units measured at each compound concentration.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5726517";"37";"BindingDB Patent Bioactivity Data";"";"2019";"None";"";"";"";"1000.0"
"CHEMBL6010442";"";"None";"550.65";"2";"7.73";"BDBM288651";"Cc1nc2ccc(-c3ccc4c(c3)CC(C)N(CC(C)(C)F)C4c3c(F)cc(/C=C/C(=O)O)cc3F)cc2s1";"IC50";"'='";"3.25";"nM";"8.49";"";"550469";"UO_0000065";"15.41";"0.30";"0.76";"15.89";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"3.25"
"CHEMBL5964875";"";"None";"523.56";"2";"6.29";"BDBM288672";"CC1Cc2c(oc3ccc(-c4cnn(C)c4)cc23)C(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F";"IC50";"'='";"0.21";"nM";"9.68";"";"550490";"UO_0000065";"18.48";"0.35";"3.39";"13.54";"0";"CHEMBL5731406";"Biological Assay: The compounds of the present invention have an inhibition effect on the binding of E (estrogen) to ER (estrogen receptor), thereby blocking the binding of a complex of E and ER to ERE (estrogen responsive element), and subsequently blocking the expression of downstream luciferase protein.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5872";"G-protein coupled estrogen receptor 1";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5725744";"37";"BindingDB Patent Bioactivity Data";"";"2018";"None";"";"";"";"0.21"
