"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL3353410";"OSIMERTINIB";"4.0";"499.62";"0";"4.51";"6; AZD9291";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"81.0";"nM";"7.09";"";"";"UO_0000065";"14.19";"0.26";"2.58";"8.10";"0";"CHEMBL4324124";"Inhibition of wild type EGFR in mouse BAF3 cells assessed as reduction in cell proliferation incubated for 72 hrs by Celltiter-Glo luminescent cell viability assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4321840";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307634";"";"";"";"81.0"
"CHEMBL4550104";"";"None";"416.49";"0";"3.78";"8";"Cc1cc2cc(n1)-c1cnn(C)c1OCCCCCN1/C(=N/C2=O)Nc2ccccc21";"IC50";"'='";"2300.0";"nM";"5.64";"";"";"UO_0000065";"13.54";"0.25";"1.86";"6.66";"0";"CHEMBL4324124";"Inhibition of wild type EGFR in mouse BAF3 cells assessed as reduction in cell proliferation incubated for 72 hrs by Celltiter-Glo luminescent cell viability assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4321840";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307634";"";"";"";"2300.0"
"CHEMBL422643";"";"None";"376.46";"0";"4.07";"18c";"O=C(NCCCc1ccccc1)c1ccc(NCc2cc(O)ccc2O)cc1";"IC50";"'='";"33000.0";"nM";"4.48";"";"";"UO_0000065";"11.90";"0.22";"0.41";"5.49";"0";"CHEMBL675519";"Inhibition of epidermal growth factor receptor phosphorylation in BaF3 mouse lymphoid cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1134836";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3307634";"";"";"";"33.0"
"CHEMBL141271";"";"None";"394.43";"1";"3.09";"13g";"O=C(NCCc1ccc(O)cc1)c1cc(NCc2cc(O)ccc2O)ccc1O";"IC50";"'='";"300000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL675519";"Inhibition of epidermal growth factor receptor phosphorylation in BaF3 mouse lymphoid cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1134836";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3307634";"";"";"";"300.0"
"CHEMBL440453";"";"None";"301.73";"0";"3.98";"11";"COc1cc(O)c2c(O)c(-c3cccc(Cl)c3)cnc2c1";"IC50";"'='";"11400.0";"nM";"4.94";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL711650";"Inhibition of EGF-dependent mouse keratinocyte MK cell proliferation";"F";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1132606";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"11.4"
"CHEMBL152448";"";"None";"387.24";"0";"4.02";"5";"CN(CO)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"110.0";"nM";"6.96";"";"";"UO_0000065";"17.97";"0.40";"2.94";"8.09";"0";"CHEMBL675513";"Inhibition of epidermal growth factor receptor tyrosine kinase (EGFR TK)";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1145931";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.11"
"CHEMBL142135";"";"None";"404.47";"0";"3.70";"13l";"O=C(NC1CCc2ccccc2C1)c1cc(NCc2cc(O)ccc2O)ccc1O";"IC50";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"13.35";"0.25";"1.70";"5.30";"0";"CHEMBL675519";"Inhibition of epidermal growth factor receptor phosphorylation in BaF3 mouse lymphoid cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1134836";"1";"Scientific Literature";"J Med Chem";"2001";"CHEMBL3307634";"";"";"";"4.0"
"CHEMBL137617";"";"None";"357.22";"0";"4.54";"8";"C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1";"IC50";"'='";"70.0";"nM";"7.16";"";"";"UO_0000065";"20.03";"0.44";"2.61";"9.60";"0";"CHEMBL675513";"Inhibition of epidermal growth factor receptor tyrosine kinase (EGFR TK)";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1145931";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"0.07"
"CHEMBL5595106";"";"None";"491.53";"0";"3.54";"5b";"COc1cc(C=O)ccc1OC(=O)c1cc(-c2ccc(C)cc2)n(-c2ccc(S(N)(=O)=O)cc2)n1";"IC50";"'='";"50000.0";"nM";"4.30";"";"";"UO_0000065";"8.75";"0.17";"0.76";"3.29";"0";"CHEMBL5580384";"Inhibition of recombinant mouse EGFR by ELISA";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5579808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"";"INHIBITOR";"";"50.0"
"CHEMBL5595541";"";"None";"452.92";"0";"4.09";"6c";"NS(=O)(=O)c1ccc(NC(=O)c2cc(-c3ccc(Cl)cc3)n(-c3ccccc3)n2)cc1";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"12.29";"0.25";"1.48";"5.20";"0";"CHEMBL5580384";"Inhibition of recombinant mouse EGFR by ELISA";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5579808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"";"INHIBITOR";"";"2.7"
"CHEMBL7866";"";"None";"373.79";"0";"3.21";"15";"COC(=O)Cn1cc(-c2cccc(Cl)c2)c(=O)c2c(O)cc(OC)cc21";"IC50";"'='";"9550.0";"nM";"5.02";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL711650";"Inhibition of EGF-dependent mouse keratinocyte MK cell proliferation";"F";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1132606";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"9.55"
"CHEMBL3353410";"OSIMERTINIB";"4.0";"499.62";"0";"4.51";"Osimertinib";"C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C";"IC50";"'='";"9.0";"nM";"8.05";"";"";"UO_0000065";"16.10";"0.30";"3.54";"9.19";"0";"CHEMBL5330553";"Inhibition of wild type EGFR in mouse BaF3 cells assessed as cell growth inhibition measured after 72 hrs by CellTiter-Glo assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5329204";"1";"Scientific Literature";"Bioorg Med Chem";"2023";"None";"TIME = 72.0 hr";"INHIBITOR";"";"0.009"
"CHEMBL4532034";"";"None";"417.47";"0";"2.95";"3a";"COc1ccncc1-c1cc(C(=O)/N=c2\[nH]c3ccccc3n2CC(C)(C)O)ccn1";"IC50";"'='";"700.0";"nM";"6.16";"";"";"UO_0000065";"14.74";"0.27";"3.20";"5.84";"0";"CHEMBL4324124";"Inhibition of wild type EGFR in mouse BAF3 cells assessed as reduction in cell proliferation incubated for 72 hrs by Celltiter-Glo luminescent cell viability assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4321840";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307634";"";"";"";"700.0"
"CHEMBL2110732";"DACOMITINIB ANHYDROUS";"4.0";"469.95";"1";"5.16";"Chemical probe: PF-00299804";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1";"IC50";"'='";"5.8";"nM";"8.24";"";"";"UO_0000065";"17.53";"0.34";"3.08";"10.38";"0";"CHEMBL5663121";"Inhibition of EGFR expressed in mouse NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"NIH3T3";"None";"EFO_ID: EFO:0003060 | EFO_TERM: non-small cell lung carcinoma";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5661976";"72";"Chemical Probe data from Scientific Literature";"Cancer Res";"2007";"None";"";"INHIBITOR";"";"5.8"
"CHEMBL939";"GEFITINIB";"4.0";"446.91";"0";"4.28";"Gefitinib";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1";"IC50";"'='";"14.4";"nM";"7.84";"";"";"UO_0000065";"17.55";"0.35";"3.56";"11.41";"0";"CHEMBL5663121";"Inhibition of EGFR expressed in mouse NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"NIH3T3";"None";"EFO_ID: EFO:0003060 | EFO_TERM: non-small cell lung carcinoma";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5661976";"72";"Chemical Probe data from Scientific Literature";"Cancer Res";"2007";"None";"";"INHIBITOR";"";"14.4"
"CHEMBL1336";"SORAFENIB";"4.0";"464.83";"1";"5.55";"Sorafenib";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"11.74";"0.23";"-0.09";"5.91";"0";"CHEMBL5580384";"Inhibition of recombinant mouse EGFR by ELISA";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5579808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"";"INHIBITOR";"";"3.5"
"CHEMBL5593705";"";"None";"451.94";"0";"4.85";"6h";"CS(=O)(=O)c1ccc(NC(=O)c2cc(-c3ccc(Cl)cc3)n(-c3ccccc3)n2)cc1";"IC50";"'='";"1700.0";"nM";"5.77";"";"";"UO_0000065";"12.77";"0.25";"0.92";"7.12";"0";"CHEMBL5580384";"Inhibition of recombinant mouse EGFR by ELISA";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5579808";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2024";"None";"";"INHIBITOR";"";"1.7"
"CHEMBL7827";"";"None";"288.69";"0";"3.52";"6";"O=c1c(-c2cccc(Cl)c2)coc2cc(O)cc(O)c12";"IC50";"'='";"16000.0";"nM";"4.80";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL711650";"Inhibition of EGF-dependent mouse keratinocyte MK cell proliferation";"F";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1132606";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";"";"16.0"
"CHEMBL4555578";"";"None";"204.27";"0";"2.75";"1";"O=C(Nc1ccccc1)NC1CCCC1";"IC50";"'='";"199526.23";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5327905";"Displacement of probe N-(4-(4-(3-((4-((3-chloro-4-fluorophenyl)amino)-7-methoxyquinazolin-6-yl)oxy)propyl)piperazin-1-yl)-4-oxobutyl)-3-(5,5-difluoro-7,9-dimethyl-5H-5l4,6l4-dipyrrolo[1,2-c:2',1'-f][1,3,2]diazaborinin-3-yl)propenamide from C-terminal His-tagged wild type mouse EGFR incubated for 30 mins by probe displacement based TR-FRET assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5325473";"1";"Scientific Literature";"Bioorg Med Chem";"2023";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"3.7"
"CHEMBL5440872";"";"None";"470.93";"1";"5.12";"56";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC(=O)/C=C/CN1CCCCC1";"IC50";"'='";"7.943";"nM";"8.10";"";"";"UO_0000065";"17.20";"0.34";"2.98";"10.58";"0";"CHEMBL5325032";"Inhibition of C-terminal his6-tagged mouse EGFR by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5321292";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"8.1"
"CHEMBL339727";"";"None";"433.47";"0";"2.72";"1";"COc1ccc(Cc2nc(NC3=NC(=O)N(C)C3=O)n(C)c2Cc2ccc(O)cc2)cc1";"IC50";"'='";"11300.0";"nM";"4.95";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL675510";"Inhibition of Epidermal growth factor receptor mediated mitogenesis of NIH3T3 cells";"F";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"NIH3T3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1131126";"1";"Scientific Literature";"J Med Chem";"1998";"CHEMBL3307716";"";"";"";"11.3"
"CHEMBL4449589";"";"None";"387.44";"0";"2.94";"3";"CC(C)(O)Cn1/c(=N/C(=O)c2ccnc(-c3cccnc3)c2)[nH]c2ccccc21";"IC50";"'='";"3600.0";"nM";"5.44";"";"";"UO_0000065";"14.05";"0.26";"2.50";"5.66";"0";"CHEMBL4324124";"Inhibition of wild type EGFR in mouse BAF3 cells assessed as reduction in cell proliferation incubated for 72 hrs by Celltiter-Glo luminescent cell viability assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4321840";"1";"Scientific Literature";"J Med Chem";"2019";"CHEMBL3307634";"";"";"";"3600.0"
"CHEMBL5429059";"";"None";"500.85";"1";"3.27";"57";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/n1cc(F)c(=O)[nH]c1=O";"IC50";"'='";"50.12";"nM";"7.30";"";"";"UO_0000065";"14.58";"0.28";"4.03";"5.57";"0";"CHEMBL5325032";"Inhibition of C-terminal his6-tagged mouse EGFR by TR-FRET assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5321292";"1";"Scientific Literature";"J Med Chem";"2023";"None";"";"INHIBITOR";"";"7.3"
"CHEMBL5439330";"";"None";"218.30";"0";"2.78";"3";"CN(C(=O)NC1CCCC1)c1ccccc1";"IC50";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"18.32";"0.34";"1.22";"12.37";"0";"CHEMBL5327905";"Displacement of probe N-(4-(4-(3-((4-((3-chloro-4-fluorophenyl)amino)-7-methoxyquinazolin-6-yl)oxy)propyl)piperazin-1-yl)-4-oxobutyl)-3-(5,5-difluoro-7,9-dimethyl-5H-5l4,6l4-dipyrrolo[1,2-c:2',1'-f][1,3,2]diazaborinin-3-yl)propenamide from C-terminal His-tagged wild type mouse EGFR incubated for 30 mins by probe displacement based TR-FRET assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5325473";"1";"Scientific Literature";"Bioorg Med Chem";"2023";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"4.0"
"CHEMBL5424516";"";"None";"672.79";"2";"5.69";"A-7";"COc1cc2ncnc(NCc3ccc(NC(=O)C(c4ccccc4)N4Cc5ccccc5C4=O)cc3)c2cc1OCCCN1CCOCC1";"IC50";"'='";"1450.0";"nM";"5.84";"";"";"UO_0000065";"8.68";"0.16";"0.15";"4.94";"0";"CHEMBL5330553";"Inhibition of wild type EGFR in mouse BaF3 cells assessed as cell growth inhibition measured after 72 hrs by CellTiter-Glo assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5329204";"1";"Scientific Literature";"Bioorg Med Chem";"2023";"None";"TIME = 72.0 hr";"INHIBITOR";"";"1.45"
"CHEMBL5411401";"";"None";"205.26";"0";"2.15";"2";"O=C(Nc1ccccn1)NC1CCCC1";"IC50";"'='";"398107.17";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5327905";"Displacement of probe N-(4-(4-(3-((4-((3-chloro-4-fluorophenyl)amino)-7-methoxyquinazolin-6-yl)oxy)propyl)piperazin-1-yl)-4-oxobutyl)-3-(5,5-difluoro-7,9-dimethyl-5H-5l4,6l4-dipyrrolo[1,2-c:2',1'-f][1,3,2]diazaborinin-3-yl)propenamide from C-terminal His-tagged wild type mouse EGFR incubated for 30 mins by probe displacement based TR-FRET assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5325473";"1";"Scientific Literature";"Bioorg Med Chem";"2023";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"3.4"
"CHEMBL553";"ERLOTINIB";"4.0";"393.44";"0";"3.41";"Erlotinib";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1";"IC50";"'='";"19.3";"nM";"7.71";"";"";"UO_0000065";"19.61";"0.36";"4.30";"10.32";"0";"CHEMBL5663121";"Inhibition of EGFR expressed in mouse NIH3T3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"NIH3T3";"None";"EFO_ID: EFO:0003060 | EFO_TERM: non-small cell lung carcinoma";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5661976";"72";"Chemical Probe data from Scientific Literature";"Cancer Res";"2007";"None";"";"INHIBITOR";"";"19.3"
"CHEMBL5430172";"";"None";"219.29";"0";"2.49";"6";"CN(C(=O)Nc1ccccn1)C1CCCC1";"IC50";"'='";"794328.23";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5327905";"Displacement of probe N-(4-(4-(3-((4-((3-chloro-4-fluorophenyl)amino)-7-methoxyquinazolin-6-yl)oxy)propyl)piperazin-1-yl)-4-oxobutyl)-3-(5,5-difluoro-7,9-dimethyl-5H-5l4,6l4-dipyrrolo[1,2-c:2',1'-f][1,3,2]diazaborinin-3-yl)propenamide from C-terminal His-tagged wild type mouse EGFR incubated for 30 mins by probe displacement based TR-FRET assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3608";"Epidermal growth factor receptor";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5325473";"1";"Scientific Literature";"Bioorg Med Chem";"2023";"None";"TIME = 0.5 hr";"BINDING AGENT";"";"3.1"
